Name,LastName,ScholarID,ScopusID,NameEn,Affiliation,Email,Citation,ImagePath
مهدی,نیرومند,As8d2tcAAAAJ,15846460900,Mehdi Niroomand,Associate Professor - University of Isfahan,eng.ui.ac.ir,849,img\Mehdi Niroomand-As8d2tcAAAAJ.jpg
مهران,میر اولیایی,x1XRSdkAAAAJ,15027059600,Mehran Miroliaei,Faculty of Biological Science and Technology  University of Isfahan,sci.ui.ac.ir,843,img\Mehran Miroliaei-x1XRSdkAAAAJ.jpg
علی,شائمی برزکی,IbQ_0EsAAAAJ,37057052300,ali shaemi Barzoki,University of Isfahan  Department of Management,ase.ui.ac.ir,822,img\ali shaemi Barzoki-IbQ_0EsAAAAJ.jpg
حمیدرضا,کوفی گر,BsbOIW8AAAAJ,21834216100,Hamid Reza Koofigar,Associate Professor  Department of Electrical Engineering  University of Isfahan,eng.ui.ac.ir,817,img\Hamid Reza Koofigar-BsbOIW8AAAAJ.jpg
صغری,نوبختیان,sd8cO1oAAAAJ,22953867400,Soghra Nobakhtian,University of Isfahan,math.ui.ac.ir,813,img\Soghra Nobakhtian-sd8cO1oAAAAJ.jpg
علی,کاظمی,Y0hm1DMAAAAJ,57530992500,ali kazemi,department of management  university of isfahan  isfahan  iran.,ase.ui.ac.ir,801,img\ali kazemi-Y0hm1DMAAAAJ.jpg
وحید,ذوالاکتاف ,NDGuxa8AAAAJ,55420535600,Vahid Zolaktaf,University of Isfahan,spr.ui.ac.ir,800,img\Vahid Zolaktaf-NDGuxa8AAAAJ.jpg
امیر,قمرانی,LSGF5IoAAAAJ,54891982400,amir ghamarani,Department of Special Education  University of Isfahan,edu.ui.ac.ir,799,img\amir ghamarani-LSGF5IoAAAAJ.jpg
حسین,تاجمیر ریاحی,_d2KgMcAAAAJ,55907203900,Hossein Tajmir Riahi,Associate professor  University of Isfahan,eng.ui.ac.ir,798,img\Hossein Tajmir Riahi-_d2KgMcAAAAJ.jpg
امیر سید حسن,روضاتیان,QSBZJyQAAAAJ,6506147917,Amir SH Rozatian,Department of Physics  University of Isfahan  Iran,phys.ui.ac.ir,795,img\Amir SH Rozatian-QSBZJyQAAAAJ.jpg
داریوش,نژاد انصاری,kToM1CgAAAAJ,55213855500,dariush nejadansary,professor of Applied linguistics  University of Isfahan,fgn.ui.ac.ir,775,img\dariush nejadansary-kToM1CgAAAAJ.jpg
سعید,اعظم,IVTu6RMAAAAJ,7004089967,Saeid Azam,University of Isfahan,sci.ui.ac.ir,766,img\Saeid Azam-IVTu6RMAAAAJ.jpg
ریحانه,کاردان پور,WCLiujgAAAAJ,56085988900,reihaneh kardanpour,Postdoc in Isfahan University,sci.ui.ac.ir,761,img\reihaneh kardanpour-WCLiujgAAAAJ.jpg
ریحانه سادات,طبائیان,sW0RByYAAAAJ,57190376088,Reihaneh Alsadat Tabaeeian,PhD in Marketing  lecturer  University of Isfahan,ase.ui.ac.ir,760,img\Reihaneh Alsadat Tabaeeian-sW0RByYAAAAJ.jpg
سیامک,بهشتی,q1Gai2IAAAAJ,6701471852,Dr. Siamak Beheshti,Associate Professor of Animal Physiology  University of Isfahan  Isfahan  Iran,sci.ui.ac.ir,753,img\Dr. Siamak Beheshti-q1Gai2IAAAAJ.jpg
امیر,گشادرو,KfH41esAAAAJ,36650728200,Amir Goshadrou,Assistant Professor  Department of Chemical Engineering  University of Isfahan  POBox â€¦,eng.ui.ac.ir,743,img\Amir Goshadrou-KfH41esAAAAJ.jpg
بهروز,شاه قلی قهفرخی,ez-PhagAAAAJ,56024020200,Behrouz Shahgholi Ghahfarokhi,Associate Professor of Computer Engineering  University of Isfahan,eng.ui.ac.ir,737,img\Behrouz Shahgholi Ghahfarokhi-ez-PhagAAAAJ.jpg
علی,بهلولی,cIn8pGEAAAAJ,35316765200,Ali Bohlooli,Associate Prof.  University of Isfahan ( Email: bohlooli@eng.ui.ac.ir Phone: +98-31 â€¦,eng.ui.ac.ir,737,img\Ali Bohlooli-cIn8pGEAAAAJ.jpg
هادی,تیموری,fGWZwRUAAAAJ,35732586800,hadi teimouri,Associate Professor  Department of Management  University of Isfahan,ase.ui.ac.ir,735,img\hadi teimouri-fGWZwRUAAAAJ.jpg
علیرضا,خرسندی,Y2Y65D4AAAAJ,8068255300,Alireza Khorsandi,professor of physics  university of Isfahan,phys.ui.ac.ir,735,img\Alireza Khorsandi-Y2Y65D4AAAAJ.jpg
رضا,امیدیان,xjcutlIAAAAJ,24729718700,Reza omidyan,Department of Chemistry  University of Isfahan  Isfahan  IRAN,sci.ui.ac.ir,734,img\Reza omidyan-xjcutlIAAAAJ.jpg
بهروز,موحدی,s1IeXCIAAAAJ,26647723400,Behrooz Movahedi,Associate Professor  Department of Nanotechnology  Faculty of Chemistry  University of â€¦,ast.ui.ac.ir,732,img\Behrooz Movahedi-s1IeXCIAAAAJ.jpg
مریم,جوهری,hgd72_gAAAAJ,57194771598,Maryam Johari,University of Isfahan,eng.ui.ac.ir,731,img\Maryam Johari-hgd72_gAAAAJ.jpg
علی,بهرامی,4WEbhPcAAAAJ,36015111000,Ali Bahrami,Associate Professor  Department of Geology  University of Isfahan,sci.ui.ac.ir,721,img\Ali Bahrami-4WEbhPcAAAAJ.jpg
غلام رضا,بلالی,bT41nNMAAAAJ,6507684058,GR Balali,Associate professor in Mycology  Department of Biology Isfahan University,sci.ui.ac.ir,717,img\GR Balali-bT41nNMAAAAJ.jpg
رحمان,امام زاده,Vx5ieVIAAAAJ,24179395100,Rahman Emamzadeh,Faculty of Biological Science and Technology  University of Isfahan  Isfahan  Iran.,sci.ui.ac.ir,710,img\Rahman Emamzadeh-Vx5ieVIAAAAJ.jpg
قاسم,صادقی,HsHBeKcAAAAJ,35316536600,Ghasem Sadeghi,Assistant Professor of Mechanical engineering  University of Isfahan,eng.ui.ac.ir,710,img\Ghasem Sadeghi-HsHBeKcAAAAJ.jpg
حسین,براتی,qZaLHkYAAAAJ,55311551200,Hossein Barati  Associate Professor of Applied Linguistics,University of Isfahan,fgn.ui.ac.ir,708,img\Hossein Barati  Associate Professor of Applied Linguistics-qZaLHkYAAAAJ.jpg
اکبر,قاضی فرد,h-mostUAAAAJ,24399141800,Akbar ghazifard,University of Isfahan  Professor of Engineering Geology and Environment,sci.ui.ac.ir,708,img\Akbar ghazifard-h-mostUAAAAJ.jpg
فرشید,مسیبی,blYmZHMAAAAJ,8957433400,Farshid Mossaiby,University of Isfahan,eng.ui.ac.ir,704,img\Farshid Mossaiby-blYmZHMAAAAJ.jpg
مهدی,حبیبی,dMwrOg8AAAAJ,7004003895,Mehdi Habibi,Associate Professor at University of Isfahan,eng.ui.ac.ir,700,img\Mehdi Habibi-dMwrOg8AAAAJ.jpg
مهدی,مومنی,lNbwknMAAAAJ,37057529400,Mehdi Momeni,Associated Professor  Geomatics Department  University of Isfahan,surv.ui.ac.ir,692,img\Mehdi Momeni-lNbwknMAAAAJ.jpg
زهرا,نوربخش,DIhglEAAAAAJ,8704196500,zahra nourbakhsh,Physics Department  University of Isfahan,sci.ui.ac.ir,687,img\zahra nourbakhsh-DIhglEAAAAAJ.jpg
جکال,عسگری,09UGQPIAAAAJ,36945128700,Jamal Asgari,Associate professor of Geodesy  University of Isfahan,eng.UI.AC.IR,681,img\Jamal Asgari-09UGQPIAAAAJ.jpg
مهدی,مشرف دهکردی,c8xi2-oAAAAJ,35789320900,Mehdi Mosharaf-Dehkordi,Associate Professor  Mechanical Engineering  University of Isfahan,eng.ui.ac.ir,680,img\Mehdi Mosharaf-Dehkordi-c8xi2-oAAAAJ.jpg
محسن,جنتی,HKZHSc4AAAAJ,24780344400,Mohsen Jannati,Associate Professor of Electrical Engineering  University of Isfahan,shr.ui.ac.ir,677,img\Mohsen Jannati-HKZHSc4AAAAJ.jpg
حسن,زالی بوئینی,3jeMWhcAAAAJ,16231972200,Hassan Zali Boeini,University of Isfahan,sci.ui.ac.ir,674,img\Hassan Zali Boeini-3jeMWhcAAAAJ.jpg
یونس,قلاوند,oEW-KmEAAAAJ,36650770100,Younes Ghalavand,University of Isfahan,eng.ui.ac.ir,668,img\Younes Ghalavand-oEW-KmEAAAAJ.jpg
فخرالدین,نوربهبهانی,vEFnGFIAAAAJ,35811033200,Fakhroddin Noorbehbahani,Assistant Professor of Computer Engineering  University of Isfahan,eng.ui.ac.ir,667,img\Fakhroddin Noorbehbahani-vEFnGFIAAAAJ.jpg
محمد فرزان,صباحی,WwNOnAkAAAAJ,18435441300,Mohamad Farzan Sabahi,Professor at University of Isfahan,eng.ui.ac.ir,667,img\Mohamad Farzan Sabahi-WwNOnAkAAAAJ.jpg
رضا,راستی,uuNYIggAAAAJ,57193057810,Reza Rasti,Assistant Professor of Biomedical Engineering  University of Isfahan  Research Collaborator â€¦,eng.ui.ac.ir,664,img\Reza Rasti-uuNYIggAAAAJ.jpg
اسماعیل,حسن زاده,EHp9NtoAAAAJ,16024388600,Smaeyl Hassanzadeh,Professor of Physics University of Isfahan  Iran,phys.ui.ac.ir,663,img\Smaeyl Hassanzadeh-EHp9NtoAAAAJ.jpg
پریسا,نیلفروشان,x50MB20AAAAJ,13613608300,parisa nilforooshan,University of Isfahan,edu.ui.ac.ir,663,img\parisa nilforooshan-x50MB20AAAAJ.jpg
مهدی,مرتضوی,bXmrNxQAAAAJ,57203071694,mahdi mortazavi,University of Isfahan/ Amirkabir University of Technology,eng.ui.ac.ir,659,img\mahdi mortazavi-bXmrNxQAAAAJ.jpg
فریبا,یزدخواستی,4VQ_ahoAAAAJ,12446941800,Fariba Yazdkhasti,University of Isfahan,edu.ui.ac.ir,655,img\Fariba Yazdkhasti-4VQ_ahoAAAAJ.jpg
سید ابوالفضل,مسعودیان,Ym6UAloAAAAJ,55765869700,Seyed Abolfazl Masoodian,professor of climatology  university of Isfahan,geo.ui.ac.ir,654,img\Seyed Abolfazl Masoodian-Ym6UAloAAAAJ.jpg
محمدعلی,رهگذر,pAmtWCkAAAAJ,55257720300,Mohammad Ali rahgozar,Professor of Civil Engineering  Isfahan University,eng.ui.ac.ir,652,img\Mohammad Ali rahgozar-pAmtWCkAAAAJ.jpg
سارینه هاکوپیان,دولت آبادی,eF07sP0AAAAJ,57211528189,Sarineh Hacopian Dolatabadi,University of Isfahan,ase.ui.ac.ir,641,img\Sarineh Hacopian Dolatabadi-eF07sP0AAAAJ.jpg
هوشنگ,طالبی,ZmPKHpcAAAAJ,36603389100,Hooshang Talebi,Professor of Statistics  University of Isfahan,sci.ui.ac.ir,632,img\Hooshang Talebi-ZmPKHpcAAAAJ.jpg
مهدی,ابراهیمیان حسین آبادی,e2ttoxUAAAAJ,8898180400,Mehdi Ebrahimian,Department of Biomedical Engineering  University of Isfahan,eng.ui.ac.ir,627,img\Mehdi Ebrahimian-e2ttoxUAAAAJ.jpg
مهرداد,حجازی,lEvuOE8AAAAJ,56235695200,Mehrdad Hejazi,Assoc. Prof. of Structural Engg.  Dept. of Civil Engg.  University of Isfahan,eng.ui.ac.ir,623,img\Mehrdad Hejazi-lEvuOE8AAAAJ.jpg
زهرا,امیریان,wbMWkwUAAAAJ,55945111200,Zahra Amirian,Associate Professor in Teaching English as a Foreign Language  University of Isfahan,fgn.ui.ac.ir,607,img\Zahra Amirian-wbMWkwUAAAAJ.jpg
شهرام,اعتمادی بروجنی,GdvmmG8AAAAJ,36447436100,Shahram Etemadi Borujeni,Assistant Professor Computer Architecture  Faculty of Computer Engineering  University of â€¦,eng.ui.ac.ir,601,img\Shahram Etemadi Borujeni-GdvmmG8AAAAJ.jpg
مهران,عمادی اندانی,yNDQWF8AAAAJ,23388145200,Mehran Emadi Andani,University of Isfahan - University of Verona,eng.ui.ac.ir,591,img\Mehran Emadi Andani-yNDQWF8AAAAJ.jpg
مجید,صامتی,W9i4bboAAAAJ,45861541900,Majid Sameti,Professor of Economics  Department of Economics  University of Isfahan,ase.ui.ac.ir,586,img\Majid Sameti-W9i4bboAAAAJ.jpg
مهرداد,پورسینا,lemNo6gAAAAJ,56072518700,Mehrdad Poursina,Associate Professor of Mechanical Engineering  University of Isfahan  IRAN.,eng.ui.ac.ir,581,img\Mehrdad Poursina-lemNo6gAAAAJ.jpg
دهقانیان,فریبا,lOZr2rkAAAAJ,55835119300,Fariba Dehghanian,Assistant Professor of Molecular Genetics at University of Isfahan,sci.ui.ac.ir,580,img\Fariba Dehghanian-lOZr2rkAAAAJ.jpg
مهدی,ادریسی,_gOdAOsAAAAJ,55927617300,Mehdi Edrisi,University of Isfahan,eng.ui.ac.ir,575,img\Mehdi Edrisi-_gOdAOsAAAAJ.jpg
احمد رضا,نصر اصفهانی,YwOL4dQAAAAJ,36349960800,Ali Nasr Isfahani,University of Isfahan,ase.ui.ac.ir,572,img\Ali Nasr Isfahani-YwOL4dQAAAAJ.jpg
سید کمیل,طیبی,wSOg7ZIAAAAJ,55839366800,Seyed Komail Tayebi,Professor of Economics  University of Isfahan,ase.ui.ac.ir,572,img\Seyed Komail Tayebi-wSOg7ZIAAAAJ.jpg
مجید,مرادمند,lDkxOmUAAAAJ,23486002600,Majid Moradmand,Associate Professor of Biology-Zoology  University of Isfahan,sci.ui.ac.ir,566,img\Majid Moradmand-lDkxOmUAAAAJ.jpg
امیررضا,فروزان,nz8C2qcAAAAJ,6602347460,Amir Reza Forouzan,Associate Prof.  Faculty of Engineering  University of Isfahan,eng.ui.ac.ir,562,img\Amir Reza Forouzan-nz8C2qcAAAAJ.jpg
مسعود,ضیائی,vVNr21gAAAAJ,6504409442,Masoud Ziaei-Rad,University of Isfahan,eng.ui.ac.ir,561,img\Masoud Ziaei-Rad-vVNr21gAAAAJ.jpg
مرجان,کائدی,2Brvux0AAAAJ,23667725200,Marjan Kaedi,University of Isfahan,eng.ui.ac.ir,560,img\Marjan Kaedi-2Brvux0AAAAJ.jpg
افروزالسادات,حسینی ابری,nD2qTngAAAAJ,55701708100,Afrouzossadat Hosseini Abari,Associate Professor in Microbiology  University of Isfahan,sci.ui.ac.ir,560,img\Afrouzossadat Hosseini Abari-nD2qTngAAAAJ.jpg
محسن,امینی,NyI6Z_oAAAAJ,55507873300,Mohsen Amini,Associate Professor  University of Isfahan(UI),sci.ui.ac.ir,558,img\Mohsen Amini-NyI6Z_oAAAAJ.jpg
مجید,متولی باشی,keSIqkgAAAAJ,22835918300,Majid Motovali-bashi,Associate Professor of Molecular Genetic  University of Isfahan,sci.ui.ac.ir,558,img\Majid Motovali-bashi-keSIqkgAAAAJ.jpg
شروین,جمشیدی,IXbrBg8AAAAJ,56018652600,Shervin Jamshidi,Department of Civil Engineering  University of Isfahan,eng.ui.ac.ir,549,img\Shervin Jamshidi-IXbrBg8AAAAJ.jpg
کامران,کیانفر,3SbqwVEAAAAJ,26428263000,Kamran Kianfar,University of Isfahan,eng.ui.ac.ir,546,img\Kamran Kianfar-3SbqwVEAAAAJ.jpg
حسین,کارشناس نجف آبادی,BjMFkWEAAAAJ,24721725900,Hossein Karshenas,Associate Professor  Artificial Intelligence Department  University of Isfahan,eng.ui.ac.ir,537,img\Hossein Karshenas-BjMFkWEAAAAJ.jpg
مسعود,تقوایی,ixB8O5gAAAAJ,51663979600,Masoud Taghvaei,Professor of Geography and Urban Planning  University of Isfahan,geo.ui.ac.ir,534,img\Masoud Taghvaei-ixB8O5gAAAAJ.jpg
بهمن,زمانی,RujHbk8AAAAJ,25654255000,Bahman Zamani,Associate Professor of Software Engineering  University of Isfahan,eng.ui.ac.ir,533,img\Bahman Zamani-RujHbk8AAAAJ.jpg
غلامعلی,کوهمره,Y_qNtu4AAAAJ,9240095000,Gholam Ali Koohmareh,Associate Professor of Polymer Chemistry  University of Isfahan,sci.ui.ac.ir,531,img\Gholam Ali Koohmareh-Y_qNtu4AAAAJ.jpg
مریم,لطفی شهرضا,o7UwRMoAAAAJ,57193701764,Maryam Lotfi Shahreza,Department of Computer Engineering  Shahreza Campus  University of Isfahan  Iran,shr.ui.ac.ir,529,img\Maryam Lotfi Shahreza-o7UwRMoAAAAJ.jpg
فرهاد,حاجی ابوطالبی,aFjbxucAAAAJ,55964399000,Farhad Haji Aboutalebi,Associate Professor of Mechanical Engineering  University of Isfahan,eng.ui.ac.ir,528,img\Farhad Haji Aboutalebi-aFjbxucAAAAJ.jpg
احمدرضا,منتظرالقائم,YvRoAIAAAAJ,42062072600,AhmadReza Montazerolghaem,Assistant Professor of Computer Engineering  University of Isfahan,comp.ui.ac.ir,527,img\AhmadReza Montazerolghaem--YvRoAIAAAAJ.jpg
امیر,لهراسبی,#NAME?,16402317100,Amir Lohrasebi,Professor of Physics  university of Isfahan,phys.ui.ac.ir,527,img\Amir Lohrasebi--orkHswAAAAJ.jpg
فریبرز,کریمی طالخونچه,w1dtafQAAAAJ,55935964500,Fariborz Karimi,Assistant Professor of Mechanical Engineering  University of Isfahan,eng.ui.ac.ir,527,img\Fariborz Karimi-w1dtafQAAAAJ.jpg
زری,پهلوان نشان,vPHqo0sAAAAJ,56663227200,zari pahlevanneshan,Isfahan university  Iran,sci.ui.ac.ir,521,img\zari pahlevanneshan-vPHqo0sAAAAJ.jpg
مریم,نوربخشیان,eZ0h77gAAAAJ,11839131700,MARYAM Noorbakhshnia,Professor of Physiology (Neuroscience)  University of Isfahan,sci.ui.ac.ir,518,img\MARYAM Noorbakhshnia-eZ0h77gAAAAJ.jpg
محمدرضا,گنجعلی خانی,RHFmTKYAAAAJ,35326546900,Mohamad Reza Ganjalikhany,Department of Cell & Molecular Biology  University of Isfahan,sci.ui.ac.ir,515,img\Mohamad Reza Ganjalikhany-RHFmTKYAAAAJ.jpg
حمید,بیدرام,kNLoTt8AAAAJ,24176844800,Hamid Bidram,University of Isfahan,sci.ui.ac.ir,514,img\Hamid Bidram-kNLoTt8AAAAJ.jpg
محسن,اکرامیان,PPCRv2wAAAAJ,54392636200,Mohsen Ekramian,University of Isfahan  Department of engineering,eng.ui.ac.ir,512,img\Mohsen Ekramian-PPCRv2wAAAAJ.jpg
مریم,نزاکت الحسینی,7NX8UmoAAAAJ,57224360188,Maryam Nezakat Alhosseini,University of Isfahan,spr.ui.ac.ir,511,img\Maryam Nezakat Alhosseini-7NX8UmoAAAAJ.jpg
وحید,نکوخو,62gcwqwAAAAJ,36970039100,Vahid Nekoukhou,Department of Statistics  Khansar Campus  University of Isfahan  Iran.,khc.ui.ac.ir,509,img\Vahid Nekoukhou-62gcwqwAAAAJ.jpg
جواد,اسداللهی,y9mmnwLJCd0C,6603098838,Javad Asadollahi,Professor of Mathematics  University of Isfahan,sci.ui.ac.ir,506,img\Javad Asadollahi-y9mmnwLJCd0C.jpg
علیرضا,آریایی,o_3P8zYAAAAJ,23033413300,Alireza Ariaei,University of Isfahan,eng.ui.ac.ir,504,img\Alireza Ariaei-o_3P8zYAAAAJ.jpg
محمود,,voDiroUAAAAJ,6602284654,Mahmood Lashkarizadeh Bami,University of Isfahan,sci.ui.ac.ir,497,img\Mahmood Lashkarizadeh Bami-voDiroUAAAAJ.jpg
احمدرضا,نصر اصفهانی,AB-PlMsAAAAJ,58352020000,Ahmad Reza Nasr Isfahani,Professor of Curriculum  University of Isfahan,edu.ui.ac.ir,497,img\Ahmad Reza Nasr Isfahani-AB-PlMsAAAAJ.jpg
رضا,مهدوی نژاد,LMiop4IAAAAJ,55062040500,Reza Mahdavinejad,Associate Professor  Faculty of Sport Sciences  University of Isfahan  Isfahan  Iran,spr.ui.ac.ir,496,img\Reza Mahdavinejad-LMiop4IAAAAJ.jpg
علیرضا,ندیمی,ZlwwI1EAAAAJ,56165535500,Alireza Nadimi,Associate Professor of Tectonics and Structural Geology  University of Isfahan,sci.ui.ac.ir,491,img\Alireza Nadimi-ZlwwI1EAAAAJ.jpg
محمد,عموزاده مهدیرجی,tJ1xMnkAAAAJ,12789120500,Mohammad Amouzadeh,University of Isfahan,fgn.ui.ac.ir,489,img\Mohammad Amouzadeh-tJ1xMnkAAAAJ.jpg
رضا,انصاری,VoBJpkEAAAAJ,55769748280,Reza Ansari,Associate Professor  Department of Management  University of Isfahan,ase.ui.ac.ir,489,img\Reza Ansari-VoBJpkEAAAAJ.jpg
مریم,ملک زاده,Q0eo7HIAAAAJ,36548572800,Maryam Malekzadeh,Associate professor of Mechanical Engineering  University of Isfahan,eng.ui.ac.ir,475,img\Maryam Malekzadeh-Q0eo7HIAAAAJ.jpg
مهرناز,بهادری,ZrimtQQAAAAJ,56464847600,Mehrnaz Bahadori,Post-Doctoral Researcher  Department of Chemistry  University of Isfahan,sci.ui.ac.ir,475,img\Mehrnaz Bahadori-ZrimtQQAAAAJ.jpg
غلامرضا,راشدی,X5e1ND8AAAAJ,8447948700,gholamreza rashedi,Faculty of Physics  University of Isfahan  Isfahan  Iran,phys.ui.ac.ir,475,img\gholamreza rashedi-X5e1ND8AAAAJ.jpg
احمد,یارمحمدیان,WucLaggAAAAJ,56807227000,Ahmad Yarmohammadian,professor in psychology and education of children with special needs  University of Isfahan,edu.ui.ac.ir,469,img\Ahmad Yarmohammadian-WucLaggAAAAJ.jpg
محمدرضا,پوریای ولی,WJUkpgUKbbIC,6505475292,Mohamad Reza Pouryayevali,University of Isfahan,math.ui.ac.ir,467,img\Mohamad Reza Pouryayevali-WJUkpgUKbbIC.jpg
مریم,داعی,pxRFiDAAAAAJ,26027845100,Maryam Daei,Assistant professor  University of Isfahan,eng.ui.ac.ir,464,img\Maryam Daei-pxRFiDAAAAAJ.jpg
فهیمه,حسینی بالام,WYzbeLEAAAAJ,16024658700,fahimeh hosseinibalam,University of Isfahan,sci.ui.ac.ir,464,img\fahimeh hosseinibalam-WYzbeLEAAAAJ.jpg
امیر,محمدی,7JsOzIMAAAAJ,51764168300,Amir Mohammadi,Assistant professor  Department of Biology  University of Isfahan  Iran,sci.ui.ac.ir,461,img\Amir Mohammadi-7JsOzIMAAAAJ.jpg
امیر,قربانی,kgtiyfQAAAAJ,56890688200,Amir Ghorbani,Postdoctoral fellowship at university of Isfahan,geo.ui.ac.ir,455,img\Amir Ghorbani-kgtiyfQAAAAJ.jpg
ابراهیم,قنبری ادیوی,nMGbHl0AAAAJ,14045034400,Ebrahim Ghanbari-Adivi,Department of Physics  University of Isfahan  Isfahan 8174673441  Iran,phys.ui.ac.ir,451,img\Ebrahim Ghanbari-Adivi-nMGbHl0AAAAJ.jpg
محمدرضا,رشادی‌نژاد,UVoq7p0AAAAJ,55175633500,Mohammad Reza Reshadinezhad,Associate Professor of Computer Engineering  University of Isfahan,eng.ui.ac.ir,451,img\Mohammad Reza Reshadinezhad-UVoq7p0AAAAJ.jpg
فاطمه,رفیع منزلت,crgVkg0AAAAJ,6506626172,fatemeh rafiemanzelat,Associate Prof. of Polymer Chemistry  University of isfahan,chem.ui.ac.ir,451,img\fatemeh rafiemanzelat-crgVkg0AAAAJ.jpg
حمید,بهشتی,3E4z5Z8AAAAJ,36025025800,Hamid Beheshti,Associate Professor of Mechanical Engineering University of Isfahan,eng.ui.ac.ir,450,img\Hamid Beheshti-3E4z5Z8AAAAJ.jpg
علی,چیت ساز اصفهانی,pEK38KsAAAAJ,55539621900,Dr. Ali Chitsaz Esfahani,Asistant Professor of Business Management  Department of Management  University of â€¦,ase.ui.ac.ir,448,img\Dr. Ali Chitsaz Esfahani-pEK38KsAAAAJ.jpg
علی,فرضی پور صائین,XugdSLsAAAAJ,25929193600,Ali Farzipour Saein,University of Isfahan,sci.ui.ac.ir,447,img\Ali Farzipour Saein-XugdSLsAAAAJ.jpg
حسین,عموشاهی,mEGT4uAAAAAJ,26326690400,Hossein Amoushahi,Associate Professor  University of Isfahan,eng.ui.ac.ir,444,img\Hossein Amoushahi-mEGT4uAAAAAJ.jpg
مهرداد,چشمه سهرابی,ZFHIrvMAAAAJ,57194558402,M CheshmehSohrabi,Professor  University of Isfahan,edu.ui.ac.ir,440,img\M CheshmehSohrabi-ZFHIrvMAAAAJ.jpg
آزاده,محمدی,IX7WpykAAAAJ,57223270591,Azadeh Mohammadi,Faculty of Computer Eng.  University of Isfahan,eng.ui.ac.ir,430,img\Azadeh Mohammadi-IX7WpykAAAAJ.jpg
محمود,هاشمی,XsHtvq4AAAAJ,8851808000,Dr. Mahmoud Hashemi,Dept of Civil Eng.  Univ. of Isfahan,eng.ui.ac.ir,426,img\Dr. Mahmoud Hashemi-XsHtvq4AAAAJ.jpg
مجید,اسماعیلیان,yFuIP8wAAAAJ,56597968900,Majid Esmaelian,Department of Management  University of Esfahan,ase.ui.ac.ir,424,img\Majid Esmaelian-yFuIP8wAAAAJ.jpg
محمدرضا,یزدچی,bjoizUMAAAAJ,55395369000,Mohammadreza Yazdchi,Department of Biomedical Engineering  Faculty of Engineering  University of Isfahan,eng.ui.ac.ir,423,img\Mohammadreza Yazdchi-bjoizUMAAAAJ.jpg
مهدی,قندیل,66QgBFQAAAAJ,55350222500,Mehdi Ghandil,Department of Civil and Transportation Engineering  University of Isfahan  Isfahan  Iran.,eng.ui.ac.ir,423,img\Mehdi Ghandil-66QgBFQAAAAJ.jpg
نیما,جمشیدی,f9xje6wAAAAJ,23469464700,Nima Jamshidi,Associate Professor at University of Isfahan,eng.ui.ac.ir,420,img\Nima Jamshidi-f9xje6wAAAAJ.jpg
زهره,رحیمی,rZfo7YcAAAAJ,57200366931,Zohreh Rahimi-Ahar,University of Isfahan,eng.ui.ac.ir,417,img\Zohreh Rahimi-Ahar-rZfo7YcAAAAJ.jpg
احمد,شبانی,5TZSzfYAAAAJ,36537990600,Ahmad Shabani,Knowledge and Information Science  Professor  University of Isfahan,edu.ui.ac.ir,415,img\Ahmad Shabani-5TZSzfYAAAAJ.jpg
مهدی,توانگر,tI390ioAAAAJ,23768613800,Mahdi Tavangar,Associate Professor  Statistics  University of Isfahan,sci.ui.ac.ir,414,img\Mahdi Tavangar-tI390ioAAAAJ.jpg
آرزو,عتیقه چیان,aWe6YQIAAAAJ,24170719000,Arezoo Atighehchian,University of Isfahan,ase.ui.ac.ir,409,img\Arezoo Atighehchian-aWe6YQIAAAAJ.jpg
اعظم,اسفیجانی,0d9kHQIAAAAJ,55332886200,Azam Esfijani,University of Isfahan,edu.ui.ac.ir,409,img\Azam Esfijani-0d9kHQIAAAAJ.jpg
رضا,کشاورزی,87u_iUcAAAAJ,56943318100,Reza Keshavarzi,Assistant Professor  Inorganic Chemistry  University of Isfahan  Iran,chem.ui.ac.ir,403,img\Reza Keshavarzi-87u_iUcAAAAJ.jpg
